# Chunk-averaged data for fix massdensity and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass
0 100 186
  16 0.155 1 0.0905565
  17 0.165 2 1.16966
  18 0.175 1 0.0905565
  19 0.185 4 1.35078
  20 0.195 1 0.0905565
  21 0.205 3 1.26022
  22 0.215 1 0.0905565
  23 0.225 1 1.07911
  24 0.235 2 0.181113
  25 0.245 0 0
  26 0.255 3 1.26022
  27 0.265 1 0.0905565
  28 0.275 0 0
  29 0.285 1 0.0905565
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 4 0.362226
  33 0.325 0 0
  34 0.335 1 0.0905565
  35 0.345 2 1.16966
  36 0.355 2 1.16966
  37 0.365 2 0.181113
  38 0.375 5 2.42988
  39 0.385 6 3.50899
  40 0.395 2 0.181113
  41 0.405 1 0.0905565
  42 0.415 0 0
  43 0.425 4 2.33932
  44 0.435 4 0.362226
  45 0.445 4 2.33932
  46 0.455 3 2.24877
  47 0.465 0 0
  48 0.475 4 4.31642
  49 0.485 0 0
  50 0.495 0 0
  51 0.505 3 0.271669
  52 0.515 3 1.26022
  53 0.525 6 2.52044
  54 0.535 3 1.26022
  55 0.545 1 0.0905565
  56 0.555 2 0.181113
  57 0.565 0 0
  58 0.575 1 1.07911
  59 0.585 3 1.26022
  60 0.595 3 0.271669
  61 0.605 1 0.0905565
  62 0.615 2 0.181113
  63 0.625 1 0.0905565
  64 0.635 0 0
  65 0.645 0 0
  66 0.655 2 0.181113
  67 0.665 2 1.16966
  68 0.675 0 0
  69 0.685 6 3.50899
  70 0.695 2 0.181113
  71 0.705 2 2.15821
  72 0.715 3 1.26022
  73 0.725 0 0
  74 0.735 4 1.35078
  75 0.745 1 0.0905565
  76 0.755 2 0.181113
  77 0.765 0 0
  78 0.775 3 1.26022
  79 0.785 3 2.24877
  80 0.795 4 1.35078
  81 0.805 0 0
  82 0.815 2 1.16966
  83 0.825 0 0
  84 0.835 2 0.181113
  85 0.845 0 0
  86 0.855 6 2.52044
  87 0.865 0 0
  88 0.875 2 0.181113
  89 0.885 1 0.0905565
  90 0.895 1 1.07911
  91 0.905 1 1.07911
  92 0.915 1 0.0905565
  93 0.925 2 1.16966
  94 0.935 1 1.07911
  95 0.945 1 0.0905565
  96 0.955 4 2.33932
  97 0.965 0 0
  98 0.975 3 0.271669
  99 0.985 0 0
  100 0.995 4 0.362226
4000 100 186
  1 0.005 2 0.170216
  2 0.015 0 0
  3 0.025 2 1.09929
  4 0.035 2 0.170216
  5 0.045 7 2.4539
  6 0.055 2 0.170216
  7 0.065 2 1.09929
  8 0.075 1 0.085108
  9 0.085 3 1.1844
  10 0.095 2 0.170216
  11 0.105 3 2.11347
  12 0.115 3 1.1844
  13 0.125 2 2.02836
  14 0.135 2 1.09929
  15 0.145 2 1.09929
  16 0.155 1 0.085108
  17 0.165 2 0.170216
  18 0.175 1 0.085108
  19 0.185 1 1.01418
  20 0.195 3 1.1844
  21 0.205 3 1.1844
  22 0.215 2 1.09929
  23 0.225 2 0.170216
  24 0.235 1 0.085108
  25 0.245 2 0.170216
  26 0.255 2 1.09929
  27 0.265 4 0.340432
  28 0.275 1 0.085108
  29 0.285 1 0.085108
  30 0.295 3 2.11347
  31 0.305 1 1.01418
  32 0.315 2 1.09929
  33 0.325 0 0
  34 0.335 0 0
  35 0.345 3 0.255324
  36 0.355 5 1.35461
  37 0.365 0 0
  38 0.375 1 1.01418
  39 0.385 2 1.09929
  40 0.395 0 0
  41 0.405 2 1.09929
  42 0.415 3 2.11347
  43 0.425 3 1.1844
  44 0.435 5 1.35461
  45 0.445 4 1.2695
  46 0.455 5 1.35461
  47 0.465 1 0.085108
  48 0.475 1 1.01418
  49 0.485 5 3.21276
  50 0.495 1 0.085108
  51 0.505 1 1.01418
  52 0.515 0 0
  53 0.525 0 0
  54 0.535 2 0.170216
  55 0.545 1 0.085108
  56 0.555 2 0.170216
  57 0.565 1 0.085108
  58 0.575 1 0.085108
  59 0.585 2 2.02836
  60 0.595 1 0.085108
  61 0.605 2 0.170216
  62 0.615 0 0
  63 0.625 0 0
  64 0.635 1 1.01418
  65 0.645 2 0.170216
  66 0.655 1 0.085108
  67 0.665 0 0
  68 0.675 2 1.09929
  69 0.685 2 0.170216
  70 0.695 4 1.2695
  71 0.705 0 0
  72 0.715 0 0
  73 0.725 2 1.09929
  74 0.735 5 1.35461
  75 0.745 1 1.01418
  76 0.755 2 1.09929
  77 0.765 4 2.19858
  78 0.775 2 0.170216
  79 0.785 4 1.2695
  80 0.795 4 3.12765
  81 0.805 2 0.170216
  82 0.815 1 1.01418
  83 0.825 1 0.085108
  84 0.835 0 0
  85 0.845 0 0
  86 0.855 0 0
  87 0.865 2 0.170216
  88 0.875 0 0
  89 0.885 1 0.085108
  90 0.895 0 0
  91 0.905 5 2.28368
  92 0.915 1 0.085108
  93 0.925 4 1.2695
  94 0.935 3 1.1844
  95 0.945 1 0.085108
  96 0.955 2 0.170216
  97 0.965 3 2.11347
  98 0.975 1 0.085108
  99 0.985 0 0
  100 0.995 2 2.02836
